word,turkish_translation
thirteen,on üç
thirty,otuz
this,bu
this,bu
those,şunlar
those,şunlar
thought,düşünme
thought,düşünüş
thought,akıl
thought,fikir
thought,düşünce
thoughtful,düşünceli
thoughtful,ince
thoughtful,nazik
thousand,bin
thread,tel
thread,tire
three,üç
thrill,titremek
thrill,heyecan
thrill,heyecanlandırmak
thrill,korku
throat,boğaz
thumb,başparmak
thunder,gök gürültüsü
thunderstorm,sağanak
Thursday,perşembe
thus,böylece
tick,kene
tick,kene
ticket,bilet
tidy,düzenli
tidy,düzenli
tie,bağlamak
tie,bağlamak
tiger,kaplan
tight,sıkı
tight,sıkı
tights,külotlu çorap
tiny,minik
tiny,küçük
tiptoe,parmak ucunda yürümek
tired,yorgun
tiredness,yorgunluk
tissue,doku
to,-ya
to,-a
to,-ye
to,-mek
to,diye
to,-mak
to,-e
to,-ya
to,-a
to,-ye
to,-mek
to,diye
to,-mak
to,-e
toast,kadeh kaldırma
toast,kadeh kaldırmak
toast,tost
tobacco,tütün
today,bugün
today,günümüzde
today,günümüz
today,bugün
today,günümüzde
today,günümüz
toe,ayak parmağı
together,beraber
together,birlikte
together,bir arada
together,bir araya
toilet,tuvalet
tomato,domates
tomb,mezar
tomorrow,yarın
tomorrow,yarın
ton,ton
tongue,dil
too,de
too,çok
too,da
too,fazla
tool,araç
tool,alet
tooth,dişler
tooth,diş
toothache,diş ağrısı
toothbrush,diş fırçası
toothpaste,diş macunu
top,aktif
top,aktif
topic,konu
torch,meşale
torture,işkence
total,bütünsel
total,bütünsel
touch,dokunmak
touch,dokunmak
tough,yavuz
tough,çetin
tough,Yavuz
tour,gezmek
tour,gezi
tour,gezinti
tour,tur
tour,turlamak
tour,gezmek
tour,gezi
tour,gezinti
tour,tur
tour,turlamak
tourist,gezgin
tourist,seyyah
tourist,gezici
tourist,turist
tourist,gezmen
tournament,turnuva
towel,peşkir
towel,havlu
tower,kule
town,ilçe
town,kasaba
toy,oyuncak
trace,takip etmek
trace,bulmak
trace,alamet
trace,baskılı devre kartı
trace,izlemek
trace,iz sürmek
trace,takip etmek
trace,bulmak
trace,alamet
trace,baskılı devre kartı
trace,izlemek
trace,iz sürmek
tradition,gelenek
tradition,töre
traditional,geleneksel
traffic,trafik
tragedy,trajedi
train,tren
train,katar
train,tren
train,katar
tram,tramvay
transfer,aktarma
transfer,transfer
transfer,transfer etmek
transfer,aktarmak
transfer,aktarma
transfer,transfer
transfer,transfer etmek
transfer,aktarmak
transitive,geçişli
translate,tercüme etmek
translate,çevirmek
translate,terceme
translation,tercüme
translation,çeviri
translator,çevirmen
translator,tercüman
transparent,şeffaf
transportation,nakliyat
transportation,nakliye
transportation,ulaştırma
trap,al
trash,çöp
trash,zibil
tray,sini
tray,tepsi
treasure,hazine
tree,terek
tree,ağaç
tremble,ürpermek
tremble,titremek
trend,gidişat
trend,akım
trend,moda
trial,deney
trial,tecrübe
trial,duruşma
triangle,müselles
triangle,üçgen
tribe,boy
trick,tonga
trick,al
trick,tonga
trick,al
trigger,ateşlemek
trio,üçlü
triumph,zafer
troop,tayfa
trouble,tasa
trouble,zahmet
trouble,tasa
trouble,zahmet
trousers,pantolon
truck,kamyon
true,sadık
true,gerçek
true,hakiki
true,doğru
true,haklı
trumpet,trampet
trunk,sandık
trust,itimat
trust,güvenç
trust,güvenmek
trust,güven
trust,itimat
trust,güvenç
trust,güvenmek
trust,güven
truth,hakikat
truth,gerçek
truthfulness,güvenilirlik
tube,tüp
tuberculosis,tüberküloz
tuberculosis,verem
Tuesday,salı
tulip,lale
tuna,ton balığı
tune,makam
turbulent,vahşi
turkey,hindi
turn,döndürmek
turn,dönmek
turn,tur
turn,sıra
turn,döndürmek
turn,dönmek
turn,tur
turn,sıra
turning,döner
turtle,tosbağa
turtle,kaplumbağa
tutor,lalalar
tutor,lala
TV,TV
twelve,on iki
twenty,yirmi
twenty,yirmilik
twin,çift
twin,ikiz
two,iki
type,tip
type,tip
typical,tipik
tyranny,zulüm
tyrant,tiran
ugly,çirkin
ultimate,esas
umbrella,şemsiye
unbelievable,inanılmaz
uncle,amca
uncle,acu
uncle,enişte
uncle,dayı
unconcerned,dinç
unconscious,bilinçsiz
under,altında
underline,altını çizmek
underline,altını çizmek
underneath,emri altında
underneath,alt
underneath,altında
underneath,alt kısmı
underneath,altı
underneath,emri altında
underneath,alt
underneath,altında
underneath,alt kısmı
underneath,altı
underpants,don
understand,anlamak
understandable,anlaşılabilir
understandable,kavranabilir
understandable,kavranılabilir
undertake,girişmek
underwear,iç çamaşırı
unemployed,işsizler
unemployed,işsiz
unemployment,işsizlik
unenthusiastic,coşkusuz
unforgettable,unutulmaz
unfortunate,bahtsız
unfortunate,zavallı
unfortunate,miskin
unfortunately,maalesef
unfortunately,ne yazık ki
unhappiness,mutsuzluk
unhealthy,sağlıksız
union,birlik
unique,eşsiz
unique,biricik
unite,birleştirmek
universal,evrensel
university,üniversite
unlucky,şanssız
unlucky,bahtsız
unnecessary,gereksiz
unnecessary,boş yere
unnecessary,lüzumsuz
unpleasant,çirkin
unpleasant,sevimsiz
unpleasant,nahoş
unpleasant,tatsız
unreliable,güvenilmez
unsafe,güvensiz
unsuccessful,başarısız
untalented,beceriksiz
untidy,düzensiz
unwilling,gönülsüz
urban,kentsel
urgent,ivedi
urgent,acil
usage,adet
use,kullanmak
use,yarar
use,kullanış
use,kullanım
use,kullanma
use,istimal
use,fayda
use,kullanmak
use,yarar
use,kullanış
use,kullanım
use,kullanma
use,istimal
use,fayda
used to,alışmak
used to,eskiden
useful,faydalı
useful,yararlı
user,kullanan
user,kullanıcı
user,tüketici
vacation,tatil
vaccine,aşı
vague,anlaşılmaz
vague,muğlak
vague,bulanık
vague,karanlık
vague,şüpheli
vague,belirsiz
vague,üstü kapalı
valley,kol
valley,vadi
valuable,değerli
valuable,aziz
value,değer
value,kıymet
value,değer
value,kıymet
vanity,gurur
variation,çeşitleme
variety,tür
vase,vazo
vast,vâsi
vast,engin
vegetable,bitki
vegetable,sebze
vegetarian,etyemez
vegetarian,otçul
vegetarian,vejetaryen
vegetarian,etyemez
vegetarian,otçul
vegetarian,vejetaryen
vehicle,taşıt
vehicle,araç
vein,damar
verb,fiil
verb,eylem
verbal,sözlü
very,gayet
very,çok
very,tam
very,gayet
very,çok
very,tam
vessel,kap
vibrate,titremek
vice,fuhuş
vice,ahlaksızlık
victim,kurban
victory,zafer
video,video
video game,bilgisayar oyunları
view,görünüm menüsü
view,görünüm
view,geçerli görünüm
view,tablo
view,görünüm menüsü
view,görünüm
view,geçerli görünüm
view,tablo
viewer,izleyici
villa,köşk
village,köy
village,nahiye
villager,köylü
vinegar,sirke
violence,zulüm
violence,şiddet
violent,berk
violent,sert
violent,fırtınalı
violin,keman
virtual,sanal
virtual reality,sanal gerçeklik
virtue,erdem
virtue,fazilet
virtue,itminan
virus,virüs
visa,vize
visit,ziyaret etmek
visit,ziyaret etmek
visitor,ziyaretçi
voice,seda
voice,ses
voice,avaz
volleyball,voleybol
volleyball,voleybol topu
volume,cilt
volume,hacim
volume,ses
volunteer,gönüllü
volunteer,gönüllü
vomit,kusmuk
vomit,kusmak
vomit,kusuntu
vote,rey
vote,oy
vote,rey
vote,oy
vow,yemin etmek
vow,ant içmek
vowel,sesli
vowel,sesli harf
vowel,ünlü
voyage,seyahat
voyage,yolculuk
wage,ücret
wage,gündelik
waist,bel
waistcoat,yelek
wait,beklemek
wait,beklemek
waiter,garson
wake,uyanmak
wake,uyanmak
walk,yürüyüş
walk,yürümek
walk,yürüyüş
walk,yürümek
wall,sur
wall,duvar
wallet,cüzdan
walnut,ceviz
want,istemek
want,istemek
war,muharebe
war,savaş
war,çelişmek
war,harp
war,cenk
war,çatışmak
wardrobe,gardrop
wardrobe,klozet
warm,ılık
warm,sıcak
warm,ılık
warm,sıcak
warmth,sıcaklık
warn,uyarmak
warrior,savaşçı
warship,savaş gemisi
wash,yıkamak
wash,yıkamak
washing machine,çamaşır makinası
wasp,yaban arısı
watch,izlemek
watch,göz kulak olmak
watch,bakmak
watch,kol saatı
watch,gözlemlemek
watch,nöbetçi
watch,bekçi
watch,seyretmek
watch,gözetmek
watch,dikkat etmek
watch,saat
watch,izlemek
watch,göz kulak olmak
watch,bakmak
watch,kol saatı
watch,gözlemlemek
watch,nöbetçi
watch,bekçi
watch,seyretmek
watch,gözetmek
watch,dikkat etmek
watch,saat
waterfall,şelale
wax,balmumu
wax,bal mumu
wax,balmumu
wax,bal mumu
way,makam
way,yol
we,biz
weak,kırılgan
weak,zayıf
weak,güçsüz
wealth,bolluk
weapon,yarak
weapon,silah
weather,hava
weather forecast,hava tahminleri
web,ağ
wedding,düğün
Wednesday,çarşamba
weed,esrar
week,hafta
weekend,hafta sonu
weekly,her hafta
weekly,haftada bir
weekly,haftalık
weekly,her hafta
weekly,haftada bir
weekly,haftalık
weep,ağlama
weep,ağlamak
weigh,tartmak
weight,ağırlık
welcome,hoşgeldiniz
welcome,buyurmak
welcome,hoşgeldin
welcome,hoşgeldiniz
welcome,buyurmak
welcome,hoşgeldin
welcome,hoşgeldiniz
welcome,buyurmak
welcome,hoşgeldin
welcome,hoşgeldiniz
welcome,buyurmak
welcome,hoşgeldin
well,kuyu
well,bak bak
well,şey
well,iyi
well,iyice
well,bak sen
well,bak
well,kuyu
well,bak bak
well,şey
well,iyi
well,iyice
well,bak sen
well,bak
west,garp
west,batı
west,garp
west,batı
west,garp
west,batı
wet,ıslak
whale,balina
what,ne
what,ne
wheat,buğday
wheel,tekerlek
when,-ken
when,-ken
where,nereye
where,nerede
where,nereye
where,nerede
whichever,herhangi bir
whichever,herhangi bir
while,iken
while,rağmen
while,-ken
while,iken
while,rağmen
while,-ken
whip,kırbaç
whip,kamçi
whip,kamçı
whistle,ıslık
whistle,ıslık
white,göz akı
white,ak
white,beyaz
white,yumurta akı
white,göz akı
white,ak
white,beyaz
white,yumurta akı
who,kim
why,niçin
why,neden
wide,vasi
wide,vasi
widow,dul
width,en
wife,karı
wife,eş
wife,hatun
wife,hanım
wild,azgın
wild,vahşi
wildlife,vahşi yaşam
wildlife,vahşi hayat
wildlife,vahşi doğa
will,istek
will,vasiyet
will,istek
will,vasiyet
willingness,gönüllülük
win,kazanmak
win,kazanmak
wind,rüzgâr
wind,yel
wind,rüzgar
wind,rüzgâr
wind,yel
wind,rüzgar
wine,bade
wine,şarap
wing,kanat
wing,kanatlanmak
wink,göz kırpmak
winner,kazanan
winner,galip
winter,kışlamak
winter,kış
wire,tel
wire,tel
wisdom,akil
wise,akıllı
wish,dilek
wish,istemek
wish,istek
wish,dilek
wish,istemek
wish,istek
wit,nükte
with,ile
with,-le
with,yanında
with,-la
with,-yle
with,-yla
within,içinde
without,-siz
wizard,sihirbaz
wizard,büyücü
wolf,böri
wolf,kurt
woman,bayan
woman,kızan
woman,kadın
woman,hatun
wonderful,harika
wood,odun
wooden,tahta
wooden,odun
wool,yün
word,sözcük
word,söz
word,lügat
word,kelime
word,kelam
work,işlemek
work,işletmek
work,iş görmek
work,iş
work,çalıştırmak
work,emek
work,yapıt
work,işe yaramak
work,eser
work,çalışmak
work,meslek
work,işlemek
work,işletmek
work,iş görmek
work,iş
work,çalıştırmak
work,emek
work,yapıt
work,işe yaramak
work,eser
work,çalışmak
work,meslek
workaholic,işkolik
worker,işçi
workshop,çalıştay
world,dünya
world,acun
world,alem
world,cihan
world,Dünya
world,âlem
worm,kurt
worm,solucan
worried,düşünceli
worry,kaygılandırmak
worry,kaygı
worry,telaş
worry,endişe
worry,tasa
worry,merak
worry,korkutmak
worry,endişelendirmek
worry,kaygılandırmak
worry,kaygı
worry,telaş
worry,endişe
worry,tasa
worry,merak
worry,korkutmak
worry,endişelendirmek
worsen,kötüleşmek
worsen,kötüleştirmek
worship,"ibadet etmek, tapınmak"
worship,tapınma
worship,tapma
worship,ibadet
worst,en kötü
worst,en kötü
worst,en kötü
wound,hasar
wound,baş
wound,yara
wound,hasar
wound,baş
wound,yara
wrist,bilek
wristwatch,kol saati
write,yazmak
writing,hat
writing,yazı
written,yazılı
wrong,uygunsuz
wrong,bozuk
wrong,kötü
wrong,ahlaksız
wrong,yanlış
wrong,yersiz
wrong,hatalı
wrong,uygunsuz
wrong,bozuk
wrong,kötü
wrong,ahlaksız
wrong,yanlış
wrong,yersiz
wrong,hatalı
X-ray,X ışını
X-ray,röntgen cihazı
X-ray,röntgen
yacht,yat
yard,avlu
yawn,esnemek
yawn,esnemek
yearn,hislenmek
yearn,özlemek
yellow,sararmak
yellow,sarartmak
yellow,korkak
yellow,sarı
yellow,sararmak
yellow,sarartmak
yellow,korkak
yellow,sarı
yes,evet
yesterday,dün
yet,daha
yet,fakat
yet,henüz
yet,daha
yet,fakat
yet,henüz
yield,yol vermek
yield,yemiş
yield,sağlamak
yield,kâr
yield,kar
yield,ürün
yield,kazanç
yield,ürün vermek
yield,hâsılât
yield,hasılat
yield,rekolte
yoga,yoga
you,sen
you,siz
you,sana
you,sizler
you,sizi
young,genç
young,gençlik
your,senin
your,sizin
youth,bahar
youth,genç
youth,gençlik
zebra,zebra
zoo,hayvanat bahçesi
fossil,fosil
fossil,taşıl
house,ev
house,hane
house,dar
house,hanedan
house,barındırmak
gem,mücevher
vertical,dikey
tomb,mezar
resin,reçine
sacrifice,fjtif
sacrifice,kurban
sacrifice,fjtif
sacrifice,kurban
continuity,devamlılık
continuity,süreklilik
claustrophobic,klauztrofobik
claustrophobic,klauztrofobiya
claustrophobia,klostrofobi
tact,taktik
ego,ben
class,sınıf
lap,kucak
beforehand,öncesinde
craft,zanaat
craft,sanat
puzzle,yapboz
placid,huzurlu
appliance,alet
relinquish,vazgeçmek
relinquish,bırakmak
relinquish,terk etmek
relinquish,el çekmek
relinquish,elini çekmek
tedium,sıkıntı
extortion,santaj
suds,köpük
peacock,tavuskuşu
torment,azap
torment,şiddetli acı
torment,azap
torment,şiddetli acı
offspring,evlat
offspring,çocuk
fit,uydurmak
fit,uymak
collaborate,birlikte çalışmak
collaborate,işbirliği yapmak
collaboration,iş birliği
collaboration,imece
parasite,abacı
vicious,alçak
pupil,gözbebeği
simplicity,basitlik
irony,ironi
irony,tezat
compel,zorlamak
pigeon,güvercin
harassment,taciz
ferocious,vahşi
ruthless,acımasız
talkative,konuşkan
clan,zürriyet
clan,boy
crumb,kırıntı
closeness,yakınlık
aquarium,akvaryum
nature,doğa
substantially,çok
substantially,ciddi anlamda
substantially,büyük ölçüde
substantially,oldukça
substantially,haddi zatında
substantially,epeyce
substantially,ciddi manada
substantially,temelde
atmospheric,atmosferik
craving,tutku
automatic,otomatik
violet,mor
violet,menekşe
overalls,tulum
snail,salyangoz
snail,sümüklüböcek
calf,dana
calf,buzağı
calf,baldır
heifer,düve
adversary,rakip
victorious,galip
bald,kabak
bald,kel
bearded,sakallı
predecessor,ata
shed,ahır
genome,genom
otter,lutr
otter,su samuru
absolute,pozitif
absolute,mutlak
absolute,mükemmel
absolute,kesin
indispensable,muafiyetsiz
indispensable,zaruri
indispensable,istisnasiz
woo,kur yapmak
inheritance,miras
tune,makam
spontaneous,kendiliğinden
goose,kaz
innovation,yenileşim
innovation,yenilik
innovation,inovasyon
abstraction,dalgınlık
angle,bakış açısı
angle,açı
wooded,ağaçlık
wooded,ormanlık
wooded,balkan
wooded,ağaçlı
aimlessly,amaçsızca
meaningless,manasız
meaningless,anlamsız
meaningless,boş
mountaineer,dağlı
mountaineer,dağcı
mountaineer,alpinist
adrenaline,adrenalin
lavatory,tuvalet
insecure,güvensiz
resort,tatil köyü
resort,tatil köyü
landscape,peyzaj
engineer,mühendis
retention,aklında tutabilmek
possessor,sahip
frost,don
frost,buzlanmak
frost,kırağı
frost,ayaz
man,erkek
man,er
man,ayvaz
man,insan
man,adam
man,taş
unmanned,insansız
desert,çöl
unoccupied,boş
thereby,böylece
voice,seda
voice,ses
voice,avaz
allegation,sav
bribe,rüşvet
bribe,rüşvet vermek
bribe,rüşvet
bribe,rüşvet vermek
condition,durum
condition,koşul
condition,şart
conditional,koşullu
conditional,şartlı
bouquet,buket
ground,dip
grapefruit,altıntop
grapefruit,greyfurt
gourmet,gurme
gourmet,gurme
rich,varsıl
rich,zengin
rich,varlıklı
sauna,sauna
calorie,kalori
firm,şirket
firm,berk
firm,sağlam
battery,folluk
battery,pil
compliance,uyma
anchor,çıpa
interjection,ünlem
sketch,karalama
wicked,lanetli
wicked,uğursuz
impede,oyalamak
mythology,mitoloji
heroine,kadın kahraman
heroine,kahraman
salvation,kurtuluş
preacher,vaiz
behind,ardında
behind,arkada
continuity,devamlılık
continuity,süreklilik
plague,veba
orphan,yetim
tailor,terzi
tailor,lüfer
tailor,terzi
tailor,lüfer
apprentice,çırak
apprentice,çırak
apprenticeship,çıraklık
perfect,mükemmel
silhouette,silüet
negligent,ihmalkar
negligent,umursamaz
negligent,ihmalkâr
negligent,ihmalci
injustice,haksızlık
injustice,adaletsizlik
imperative,zorunlu
imperative,emir
imperative,mecburi
imperative,zorunlu
imperative,emir
imperative,mecburi
cynicism,sinizm
symptomatic,semptomatik
hedgehog,kirpi
hibernate,kış uykusuna yatmak
hibernation,kış uykusu
intuition,sezgi
intuition,görü
strapping,ızbandut gibi
strapping,iriyarı
daunting,yıldırı
daunting,terör
realism,gerçekçilik
recess,mola
recess,tātil
recess,boşluk
recess,girik
recess,girinti
recess,tatil
recess,çukur
recess,paydos
recess,oyuk
recess,ara
recess,yuva
recess,teneffüs
recess,mola
recess,tātil
recess,boşluk
recess,girik
recess,girinti
recess,tatil
recess,çukur
recess,paydos
recess,oyuk
recess,ara
recess,yuva
recess,teneffüs
prolific,üretken
prolific,münbit
prolific,yediveren
prolific,doğurgan
prolific,bereketli
prolific,mahsûldar
prolific,verimli
prolific,mahsuldar
prolific,velüt
duration,süre
naive,toy
impervious,dayanıklı
impervious,geçirmez
impervious,su geçirmez
impervious,etkilenmez
envisage,öngörmek
buffer,arabellek
buffer,arabellek
docile,uslu
docile,uysal
docile,yumuşak başlı
gypsy,Çingene
gypsy,çingene
synopsis,özet
contest,müsabaka
contest,yarışma
contest,yarış
verandah,veranda
radiator,radyatör
bureaucratic,bürokratik
muscular,kaslı
versatile,becerikli
versatile,çok amaçlı
versatile,değişken
carpenter,marangoz
carpenter,dülger
prophet,nebi
prophet,yalvaç
prophet,Allah'ın elçisi
prophet,serdar-ı ekrem
prophet,peygamber
prophet,resul
rotate,döndürmek
resilience,elastikiyet
resilience,dayanıklılık
resilience,rezilyans
resilience,yaylanma
resilience,çabuk iyileşme özelliği
resilience,elastiklik
integral,integral
integral,bütünsel
canoe,kano
anthropology,antropoloji
wizened,porsuk
sprout,sürgün
sprout,filiz
sprout,sürgün
sprout,filiz
midwife,ebe
harvest,rekolte
harvest,hasıla
harvest,hasat
harvest,tereke
numb,uyuşuk
numb,uyuşuk
amateur,acemi
amateur,çaylak
amateur,amatör
amateur,acemi
amateur,çaylak
amateur,amatör
chart,cetvel
chart,tablo
whilst,Aynı zamanda
chisel,keski
lust,arzu
lust,tutku
lust,ihtiras
lust,şehvet
panorama,tablo
legacy,miras
synthetic,sentetik
elastic,elastik
elastic,elastik
turn to,dönüşmek
plaque,plak
bulk,cüsseli
bulk,yığın
bulk,cüsse
bulk,hacim
bulk,kütle
bulk,hacimli
bulky,aznavur
complimentary,bedava
tranquil,huzurlu
peninsula,yarımada
billiards,bilardo
envisage,öngörmek
corpse,ceset
corpse,naaş
corpse,naaş
corpse,ceset
apprentice,çırak
locomotive,lokomotif
zoology,zooloji
hypothesis,hipotez
hypothetical,varsayımsal
hypothetical,nazari
hypothetical,farazi
hypothetical,varsayımlı
hypothetical,kuramsal
vindication,teyit
vindication,doğrulama
vindication,kanıtlama
predecessor,ata
echo,yankı
echo,yankı
echo,yankı
inscrutable,esrarengiz
inscrutable,gizemli
inscrutable,esrarlı
inscrutable,anlaşılmaz
inscrutable,esrârengiz
daunting,yıldırı
daunting,terör
circuit,devre
stipulate,şart koşmak
stipulation,karar
stipulation,antlaşma
tenacious,dik kafalı
tenacious,inatçı
tenacious,yapışkan
tenacious,bildiğinden şaşmaz
tenacious,sıkıca tutan
provocation,kışkırtma
provocation,provokasyon
tedium,sıkıntı
abject,aşağılanmış
abject,zelil
abject,aşağılık
abject,hakir
abject,sefil
unencumbered,ipoteksiz
unencumbered,yüksüz
unencumbered,hacizsiz
unencumbered,borçsuz
unencumbered,engelsiz
idle,miskin
testimonial,onay belgesi
testimonial,şehadetname
testimonial,taktirnâme
testimonial,tastikname
testimonial,taktirname
testimonial,başarı belgesi
testimonial,tastiknâme
testimonial,bonservis
testimonial,şehâdetnâme
envisage,öngörmek
secure,salim
secure,güvenli
secure,sağlam
plum,erik
haphazardly,rasgele
haphazardly,plansız
haphazardly,tesâdüfen
haphazardly,tesadüfen
haphazardly,gelişigüzel
haphazardly,plânsız
haphazardly,ölçüsüz
haphazardly,rastgele
cocoon,koza
maggot,kurtçuk
maggot,kurt
helm,dümen
eminence,eminans
eminence,kabartı
eminence,tepe
eminence,çıkıntı
paralysis,inme
paralysis,felç
jargon,argo
vocational,meslek
spatial,uzaya ait
spatial,uzamsal
spatial,mekansal
spatial,mekâna ait
spatial,uzaysal
spatial,mekânsal
integration,entegrasyon
curriculum,müfredat
extracurricular,müfredat dışı
extracurricular,müfredat dışı
abundant,bol
tactile,dokunulur
tactile,dokunma duyusuna ilişkin
tactile,dokunma duyusuyla algılanabilen
tactile,dokunmayla ilgili
tactile,dokunsal
tactile,elle tutulur
lyricist,güfteci
innuendo,Kinaye
conduit,boru hattı
conduit,kanal
conduit,elektrik tesisat borusu
conduit,elektrik borusu
conduit,kablo kanalı
recuperate,İyileşmek
seismic,sismik
adept,mahir
adept,ehil
adept,becerikli
adept,usta
adept,mahir
adept,ehil
adept,becerikli
adept,usta
hitherto,o ana kadar
magpie,saksağan
melancholy,melankoli
melancholy,hüzün
melancholy,melankolik
melancholy,melankoli
melancholy,hüzün
melancholy,melankolik
splinter,kıymık
diminish,azaltmak
contagion,salgın
vicinity,yakınlık
vicinity,komşuluk
vicinity,civar
vicinity,mahal
ebb,cezir
wax,balmumu
wax,bal mumu
plane,tayyare
plane,rende
plane,uçak
idiosyncrasy,kişisel özellik
idiosyncrasy,tuhaflık
idiosyncrasy,tabiat
idiosyncrasy,mizaç
idiosyncrasy,ayrıklılık
idiosyncrasy,huy
figurative,mecazi
exorcism,egzorsizm
parameter,parametre
interrogate,sorgulamak
interrogate,isticvap etmek
interrogate,istinkak etmek
interrogate,soru sormak
interrogate,sorguya çekmek
perverse,sapık
opaque,mat
opaque,opak
pedestrian,yaya
fallacy,yanılım
fallacy,yanlış
fallacy,yanlış inanış
fallacy,mantıksızlık
fallacy,yanılgı
fallacy,mugalata
fallacy,yanlış düşünce
skim,sekmek
infallible,muhakkak
infallible,yanılmaz
infallible,şaşmaz
infallible,mutlak
arcane,gizemli
arcane,esrarlı
arcane,saklı
emulate,taklit etmek
emulate,kopya etmek
emulate,öykünmek
strait,boğaz
redundant,lüzumundan fazla
redundant,fazla
redundant,gereğinden fazla
redundant,yedek
redundant,ihtiyaçtan fazla
redundancy,artıklık
allusion,gönderme
disparaging,aşağlayıcı
disparaging,küçümseyici
disparaging,hor gören
disparaging,kötüleyici
surrealism,sürrealizm
surrealism,gerçeküstücülük
maverick,bireyselci
diligence,çalışkanlık
turret,kule
moor,kır
solitude,yalnızlık
adhere,yapışmak
relinquish,vazgeçmek
relinquish,terk etmek
relinquish,bırakmak
relinquish,el çekmek
relinquish,elini çekmek
resin,reçine
agency,acentelik
unobtrusively,çaktırmadan
unobtrusively,sessiz sedasız
artifact,insan yapımı
artifact,artefakt
annex,ek
annex,ek
abhor,nefret etmek
confection,şekerleme
confection,konfeksiyon
laryngitis,gırtlak yangısı
stringent,sıkı
banishment,sürgün
depressive,depresif
shoal,topuk
exhibitionist,teşhirci
selectivity,seçicilik
assimilate,özümlemek
artifice,sanat
virtuoso,virtüöz
corpus,külliyat
coax,tatlı sözle kandırmak
coax,ikna etmek
coax,tavlamak
buzzard,şahin
bogus,yanlış
bogus,sahte
bogus,yapmacık
dwarfism,cücelik
acrobatics,akrobasi
arduous,ağır
arduous,sarp
arduous,güç
arduous,çetin
arduous,gayretli
arduous,zor
apostle,havaryun
paramount,ulu
paramount,yüce
paramount,azam
gout,gut
hinder,oyalamak
hinder,alıkoymak
myriad,sayısız
myriad,pek çok
myriad,on bin
myriad,çok büyük sayı
surreptitiously,el altından
surreptitiously,gizli
surreptitiously,gizlice
unadulterated,anarat
synthesis,sentez
